Year,TRI Facility ID,Facility Name,ADDRESS,CITY,COUNTY,STATE,ZIP
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78469VLRRF5900U,VALERO REFINING TEXAS LP CORPUS CHRISTI WEST PLANT,5900 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78405CHMPN350CE,CHAMPION TECHNOLOGIES INC,350 CENTAURUS RD,CORPUS CHRISTI,NUECES,TX,78405
2011,78405CHMPN350CE,CHAMPION TECHNOLOGIES INC,350 CENTAURUS RD,CORPUS CHRISTI,NUECES,TX,78405
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78403CSTLR1300C,VALERO REFINING TEXAS LP CORPUS CHRISTI EAST PLANT,1300 CANTWELL LN,CORPUS CHRISTI,NUECES,TX,78407
2011,78402MRTNP52ENA,MARTIN OPERATING PTNR CORPUS BARGE TERMINAL,502 E NAVIGATION BLVD,CORPUS CHRISTI,NUECES,TX,78402
2011,78402MRTNP52ENA,MARTIN OPERATING PTNR CORPUS BARGE TERMINAL,502 E NAVIGATION BLVD,CORPUS CHRISTI,NUECES,TX,78402
2011,78408VNWTR402MC,UNIVAR USA INC CORPUS CHRISTI,402 MCBRIDE LN,CORPUS CHRISTI,NUECES,TX,78408
2011,78408VNWTR402MC,UNIVAR USA INC CORPUS CHRISTI,402 MCBRIDE LN,CORPUS CHRISTI,NUECES,TX,78408
2011,78408VNWTR402MC,UNIVAR USA INC CORPUS CHRISTI,402 MCBRIDE LN,CORPUS CHRISTI,NUECES,TX,78408
2011,78408VNWTR402MC,UNIVAR USA INC CORPUS CHRISTI,402 MCBRIDE LN,CORPUS CHRISTI,NUECES,TX,78408
2011,78335MDSTRHWY36,MARTIN OPERATING PTNR HARBOR ISLAND,HWY 361 S OF ARANSAS PASS,ARANSAS PASS,NUECES,TX,78335
2011,78335MDSTRHWY36,MARTIN OPERATING PTNR HARBOR ISLAND,HWY 361 S OF ARANSAS PASS,ARANSAS PASS,NUECES,TX,78335
2011,78335MDSTRHWY36,MARTIN OPERATING PTNR HARBOR ISLAND,HWY 361 S OF ARANSAS PASS,ARANSAS PASS,NUECES,TX,78335
2011,78335MDSTRHWY36,MARTIN OPERATING PTNR HARBOR ISLAND,HWY 361 S OF ARANSAS PASS,ARANSAS PASS,NUECES,TX,78335
2011,78335MDSTRHWY36,MARTIN OPERATING PTNR HARBOR ISLAND,HWY 361 S OF ARANSAS PASS,ARANSAS PASS,NUECES,TX,78335
2011,78414MJKBT71SAL,MAJEK BOAT WORKS,7001 SALUKI ST,CORPUS CHRISTI,NUECES,TX,78414
2011,78405RGSST4817A,AIRGAS SOUTHWEST,4817 AGNES,CORPUS CHRISTI,NUECES,TX,784053624
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
2011,78407CTGRF4809U,CITGO REFINING & CHEMICALS CO LP-DEEP SEA TERMINAL,4809 UP RIVER RD,CORPUS CHRISTI,NUECES,TX,78407
