Year,TRI Facility ID,Facility Name,ADDRESS,CITY,COUNTY,STATE,ZIP
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78408CHMPL1801N,CITGO REFINING & CHEMICALS CO LP EAST PLANT,1801 NUECES BAY BLVD,CORPUS CHRISTI,NUECES,TX,78407
2011,78411NTRNT4222S,INTERNATIONAL RESISTIVE CO OF TEXAS LLC,4222 S STAPLES ST,CORPUS CHRISTI,NUECES,TX,78411
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
2011,78409CHMPL7350I,CITGO REFINING & CHEMICALS CO LP - WEST PLANT,7350 INTERSTATE HWY 37,CORPUS CHRISTI,NUECES,TX,78409
